team_name,logo_url
RC Ancenis,https://tmssl.akamaized.net//images/wappen/small/30198.png?lm=1449920528
RCD Coruña,https://tmssl.akamaized.net//images/wappen/small/897.png?lm=1563373966
RCD Mallorca,https://tmssl.akamaized.net//images/wappen/small/237.png?lm=1407484750
RCD Mallorca B,https://tmssl.akamaized.net//images/wappen/small/8494.png?lm=1407484750
RM Castilla,https://tmssl.akamaized.net//images/wappen/small/6767.png?lm=1729684474
Racing,https://tmssl.akamaized.net//images/wappen/small/630.png?lm=1407484479
Racing Ferrol,https://tmssl.akamaized.net//images/wappen/small/1176.png?lm=1702049971
Rayo Vallecano,https://tmssl.akamaized.net//images/wappen/small/367.png?lm=1653488445
Real Avilés,https://tmssl.akamaized.net//images/wappen/small/20844_1578131105.png?lm=1578131105
Real Betis,https://tmssl.akamaized.net//images/wappen/small/150.png?lm=1663358526
Real Burgos,https://tmssl.akamaized.net//images/wappen/small/57429.png?lm=1481750759
Real Jaén CF,https://tmssl.akamaized.net//images/wappen/small/666.png?lm=1437977370
Real Madrid,https://tmssl.akamaized.net//images/wappen/small/418.png?lm=1729684474
Real Madrid B,https://tmssl.akamaized.net//images/wappen/small/6767.png?lm=1729684474
Real Murcia,https://tmssl.akamaized.net//images/wappen/small/171.png?lm=1649076153
Real Oviedo,https://tmssl.akamaized.net//images/wappen/small/2497.png?lm=1417193316
Real Sociedad,https://tmssl.akamaized.net//images/wappen/small/681.png?lm=1614795530
Real Sociedad B,https://tmssl.akamaized.net//images/wappen/small/9899.png?lm=1614795531
Real Unión,https://tmssl.akamaized.net//images/wappen/small/12405.png?lm=1437943370
Real Valladolid,https://tmssl.akamaized.net//images/wappen/small/366.png?lm=1720163563
Real Zaragoza,https://tmssl.akamaized.net//images/wappen/small/142.png?lm=1405877974
Recr. Huelva,https://tmssl.akamaized.net//images/wappen/small/2867.png?lm=1437976746
Red Star FC,https://tmssl.akamaized.net//images/wappen/small/1154.png?lm=1609759172
Reus Deportiu,https://tmssl.akamaized.net//images/wappen/small/13225.png?lm=1437940733
Rio Ave,https://tmssl.akamaized.net//images/wappen/small/2425.png?lm=1516613968
Rodez AF,https://tmssl.akamaized.net//images/wappen/small/11273.png?lm=1498251875
Rouen,https://tmssl.akamaized.net//images/wappen/small/1564_1487600973.png?lm=1487600973
SAS Epinal,https://tmssl.akamaized.net//images/wappen/small/10838_1676507114.png?lm=1676507114
SC Bastia,https://tmssl.akamaized.net//images/wappen/small/595_1721932266.png?lm=1721932267
SC Toulon 83,https://tmssl.akamaized.net//images/wappen/small/494.png?lm=1716181172
SC Toulon Var,https://tmssl.akamaized.net//images/wappen/small/494_1485352583.png?lm=1485352583
SD Amorebieta,https://tmssl.akamaized.net//images/wappen/small/16575.png?lm=1542477166
SD Compostela,https://tmssl.akamaized.net//images/wappen/small/2855.png?lm=1620472465
SD Eibar,https://tmssl.akamaized.net//images/wappen/small/1533.png?lm=1722693682
SD Huesca,https://tmssl.akamaized.net//images/wappen/small/5358.png?lm=1726751837
SEC Bastia,https://tmssl.akamaized.net//images/wappen/small/595_1486473063.png?lm=1486473063
SM Caen,https://tmssl.akamaized.net//images/wappen/small/1162.png?lm=1692825012
Saint-Quentin,https://tmssl.akamaized.net//images/wappen/small/12276.png?lm=1596816879
Saint-Étienne,https://tmssl.akamaized.net//images/wappen/small/618.png?lm=1658260152
Salgueiros,https://tmssl.akamaized.net//images/wappen/small/2434.png?lm=1486317008
Santa Clara,https://tmssl.akamaized.net//images/wappen/small/2423.png?lm=1718909294
Sestao,https://tmssl.akamaized.net//images/wappen/small/42873.png?lm=1457444403
Sevilla Atl.,https://tmssl.akamaized.net//images/wappen/small/8519.png?lm=1625756034
Sevilla FC,https://tmssl.akamaized.net//images/wappen/small/368.png?lm=1730896593
Sporting,https://tmssl.akamaized.net//images/wappen/small/336.png?lm=1621513752
Sporting Gijón,https://tmssl.akamaized.net//images/wappen/small/2448.png?lm=1761728606
Stade Brestois,https://tmssl.akamaized.net//images/wappen/small/3911.png?lm=1408780312
Stade Briochin,https://tmssl.akamaized.net//images/wappen/small/1777_1676507313.png?lm=1676507313
Stade Lavallois,https://tmssl.akamaized.net//images/wappen/small/1080.png?lm=1683046487
Stade Poitevin,https://tmssl.akamaized.net//images/wappen/small/30293_1676559514.png?lm=1676559514
Stade Reims,https://tmssl.akamaized.net//images/wappen/small/1421.png?lm=1592601839
Stade Rennais,https://tmssl.akamaized.net//images/wappen/small/273.png?lm=1691503972
Terrassa FC,https://tmssl.akamaized.net//images/wappen/small/1881.png?lm=1733268214
Tirsense,https://tmssl.akamaized.net//images/wappen/small/2459.png?lm=1707826474
Tondela,https://tmssl.akamaized.net//images/wappen/small/7179.png?lm=1506427804
Toulouse,https://tmssl.akamaized.net//images/wappen/small/415.png?lm=1740065124
Tours FC,https://tmssl.akamaized.net//images/wappen/small/3161_1751880455.png?lm=1751880456
Trofense,https://tmssl.akamaized.net//images/wappen/small/3348.png?lm=1556097090
Troyes,https://tmssl.akamaized.net//images/wappen/small/1095.png?lm=1599945497
UCAM Murcia,https://tmssl.akamaized.net//images/wappen/small/34148.png?lm=1493065698
UD Almería,https://tmssl.akamaized.net//images/wappen/small/3302.png?lm=1736335439
UD Ibiza,https://tmssl.akamaized.net//images/wappen/small/13241.png?lm=1477745446
UD Las Palmas,https://tmssl.akamaized.net//images/wappen/small/472.png?lm=1407484865
UD Logroñés,https://tmssl.akamaized.net//images/wappen/small/24420.png?lm=1455364371
UD Salamanca,https://tmssl.akamaized.net//images/wappen/small/1087.png?lm=1475875506
UE Figueres,https://tmssl.akamaized.net//images/wappen/small/42903.png?lm=1719436899
UE Llagostera,https://tmssl.akamaized.net//images/wappen/small/26132.png?lm=1633704068
UE Lleida,https://tmssl.akamaized.net//images/wappen/small/3239.png?lm=1510410629
US Boulogne,https://tmssl.akamaized.net//images/wappen/small/7042_1750010697.png?lm=1750010697
US Créteil,https://tmssl.akamaized.net//images/wappen/small/2067_1485784208.png?lm=1485784208
US Créteil-L,https://tmssl.akamaized.net//images/wappen/small/2067.png?lm=1434362616
